rainfall_mm,river_level_m,soil_moisture,wind_speed_kmph,temperature_c,population_density,elevation_m,infrastructure_vulnerability,road_accessibility,distance_to_water_body,primary_disaster,secondary_disaster,severity
329.2,11.39,0.81,27.1,22.9,4403.0,287.8,0.79,0.42,4.87,Heavy Rain,Flood,Critical
286.5,10.75,0.93,41.7,25.6,522.0,429.9,0.49,0.19,1.55,Heavy Rain,Flood,Critical
178.5,4.87,0.74,16.6,14.8,14799.0,626.7,0.36,0.31,3.15,Landslide Trigger,Landslide,High
67.2,8.22,0.78,17.9,29.0,2229.0,642.4,0.46,0.36,1.92,Heavy Rain,Flood,High
236.2,1.66,0.69,34.3,20.6,448.0,2122.7,0.61,0.21,4.05,Landslide Trigger,Landslide,High
6.0,1.99,0.26,15.8,20.2,188.0,249.2,0.92,0.36,11.65,Earthquake,Fire,Medium
217.7,7.98,0.47,131.1,31.2,167.0,100.3,0.25,0.75,11.91,Cyclone,Infrastructure Failure,Medium
15.5,2.94,0.58,33.8,24.5,887.0,2137.9,0.51,0.63,8.82,Earthquake,Landslide,Medium
153.7,6.04,0.55,109.9,32.5,4650.0,202.4,0.35,0.78,3.11,Cyclone,Infrastructure Failure,Medium
0.9,1.16,0.08,8.0,43.2,2425.0,359.1,0.32,0.7,22.04,Extreme Heat,Fire,High
255.9,9.7,0.77,17.5,26.0,8246.0,319.3,0.37,0.6,3.76,Heavy Rain,Flood,High
128.1,2.26,0.57,116.7,26.5,196.0,159.3,0.32,0.78,9.86,Cyclone,Infrastructure Failure,Medium
260.9,3.47,0.91,24.0,17.1,907.0,2092.4,0.1,0.13,13.65,Landslide Trigger,Landslide,Critical
102.7,5.57,0.73,35.5,22.2,3897.0,2180.4,0.88,0.24,2.27,Landslide Trigger,Landslide,Critical
241.1,5.19,0.51,25.4,22.5,944.0,1404.8,0.66,0.29,8.39,Landslide Trigger,Landslide,High
135.1,4.45,0.7,68.6,24.3,845.0,84.2,0.6,0.71,1.39,Cyclone,Infrastructure Failure,Medium
9.9,1.45,0.07,38.6,36.4,3929.0,608.2,0.25,0.33,23.0,Extreme Heat,Fire,High
38.2,6.4,0.67,128.9,22.1,586.0,328.0,0.36,0.62,8.89,Cyclone,Infrastructure Failure,Medium
163.9,2.42,0.35,134.2,23.7,3131.0,73.0,0.59,0.48,9.99,Cyclone,Infrastructure Failure,High
237.8,7.92,0.96,20.0,20.6,2648.0,55.2,0.15,0.38,5.3,Heavy Rain,Flood,High
14.3,1.66,0.63,25.5,15.2,4115.0,592.9,0.47,0.94,1.2,Earthquake,Fire,Low
292.1,7.16,0.87,41.7,20.9,2020.0,428.9,0.21,0.25,4.49,Heavy Rain,Flood,High
105.9,1.58,0.85,125.2,29.6,12931.0,231.1,0.4,0.69,8.3,Cyclone,Infrastructure Failure,High
126.3,6.13,0.89,55.6,14.1,2036.0,996.4,0.5,0.28,2.87,Landslide Trigger,Landslide,High
288.7,4.93,0.9,18.0,22.4,360.0,501.6,0.81,0.59,4.88,Heavy Rain,Flood,High
337.1,10.31,0.72,51.0,28.2,5609.0,766.9,0.47,0.24,6.82,Heavy Rain,Flood,Critical
350.5,9.0,0.56,25.3,26.2,588.0,387.5,0.72,0.35,0.74,Heavy Rain,Flood,Critical
161.8,5.6,0.85,22.5,15.4,616.0,1582.3,0.38,0.83,11.38,Landslide Trigger,Landslide,Medium
284.9,5.13,0.35,84.5,24.6,2901.0,99.4,0.16,0.85,5.98,Cyclone,Flood,Medium
197.4,6.28,0.89,119.7,32.2,2426.0,118.1,0.51,0.25,2.96,Cyclone,Infrastructure Failure,High
10.5,0.56,0.26,21.0,43.6,1404.0,439.8,0.93,0.11,24.48,Extreme Heat,Fire,Critical
10.3,1.41,0.3,32.6,45.2,871.0,103.4,0.07,0.25,20.91,Extreme Heat,Fire,High
159.4,7.44,0.43,70.7,29.1,3859.0,393.6,0.56,0.75,7.25,Cyclone,Infrastructure Failure,High
78.1,2.4,0.36,30.8,34.4,5132.0,327.7,0.53,0.42,11.99,Earthquake,Fire,Medium
9.8,1.04,0.15,39.7,42.9,3480.0,788.2,0.81,0.31,20.58,Extreme Heat,Fire,Critical
51.0,2.57,0.46,10.1,20.5,11605.0,666.3,0.91,0.25,12.44,Earthquake,Disease Outbreak,High
150.6,2.82,0.63,47.6,29.0,899.0,196.8,0.37,0.77,2.2,Heavy Rain,Flood,Medium
195.2,5.72,0.77,26.6,17.2,6110.0,418.0,0.74,0.12,11.93,Landslide Trigger,Landslide,High
235.8,1.87,0.36,101.8,27.2,633.0,327.4,0.25,0.31,8.19,Cyclone,Infrastructure Failure,Medium
90.8,5.09,0.82,20.9,28.0,1802.0,380.9,0.69,0.52,2.65,Heavy Rain,Flood,High
32.0,8.88,0.34,149.2,22.3,2355.0,309.5,0.12,0.26,6.46,Cyclone,Infrastructure Failure,Medium
306.6,10.52,0.71,25.9,18.7,281.0,548.9,0.65,0.49,2.3,Heavy Rain,Flood,Critical
53.9,3.5,0.81,12.9,28.4,4664.0,255.9,0.52,0.33,0.8,Heavy Rain,Disease Outbreak,High
6.1,0.54,0.25,17.8,44.0,5138.0,572.8,0.62,0.43,16.98,Extreme Heat,Fire,Critical
178.7,3.58,0.85,44.2,21.0,2184.0,691.5,0.07,0.39,4.75,Heavy Rain,Flood,High
203.0,2.22,0.58,154.4,29.9,243.0,221.0,0.91,0.89,6.44,Cyclone,Infrastructure Failure,High
214.2,2.29,0.42,77.5,27.7,2621.0,87.1,0.07,0.72,8.38,Cyclone,Flood,Medium
112.3,9.92,0.61,25.2,18.1,1858.0,790.3,0.14,0.68,4.93,Heavy Rain,Flood,High
107.9,6.93,0.94,48.1,27.6,1034.0,611.3,0.11,0.93,4.92,Landslide Trigger,Landslide,Medium
69.8,10.21,0.85,26.9,18.2,2279.0,14.8,0.46,0.58,1.71,Heavy Rain,Flood,High
238.4,4.52,0.4,136.0,25.7,8805.0,118.3,0.87,0.17,9.2,Cyclone,Infrastructure Failure,Critical
165.9,2.24,0.88,80.4,24.2,3928.0,356.1,0.16,0.49,11.62,Cyclone,Landslide,Medium
319.5,7.65,0.48,17.7,28.4,1594.0,426.4,0.53,0.93,5.68,Heavy Rain,Flood,High
158.8,8.57,0.5,15.5,27.4,651.0,676.8,0.27,0.87,5.38,Heavy Rain,Flood,High
4.3,2.14,0.14,37.9,46.8,694.0,58.1,0.24,0.46,19.72,Extreme Heat,Fire,High
178.3,2.95,0.76,22.7,14.3,3844.0,1542.4,0.63,0.86,8.24,Landslide Trigger,Landslide,High
201.6,2.58,0.77,40.4,24.3,616.0,554.6,0.65,0.27,2.66,Heavy Rain,Flood,High
36.5,2.22,0.39,23.0,15.6,1873.0,2177.8,0.22,0.12,14.61,Earthquake,Landslide,Medium
10.1,1.13,0.12,18.3,42.3,6467.0,611.1,0.25,0.62,16.84,Extreme Heat,Fire,High
1.5,1.6,0.23,12.6,39.5,1924.0,747.9,0.89,0.5,5.41,Extreme Heat,Fire,High
225.8,8.11,0.42,80.7,30.3,1346.0,302.6,0.41,0.8,0.82,Cyclone,Flood,Medium
143.9,8.91,0.9,134.2,29.3,2824.0,159.8,0.38,0.37,0.9,Cyclone,Infrastructure Failure,High
215.7,5.21,0.75,97.8,23.7,5275.0,187.2,0.24,0.4,11.42,Cyclone,Infrastructure Failure,Medium
13.9,0.75,0.13,14.2,42.0,3275.0,381.4,0.14,0.6,3.84,Extreme Heat,Fire,High
7.6,1.49,0.07,27.4,40.0,3083.0,381.8,0.06,0.16,15.72,Extreme Heat,Fire,High
128.1,8.6,0.73,44.1,26.9,1454.0,684.0,0.8,0.26,3.08,Heavy Rain,Flood,High
154.5,3.05,0.85,98.7,24.3,9295.0,278.3,0.38,0.65,3.01,Cyclone,Infrastructure Failure,High
122.9,5.84,0.91,50.5,25.9,3233.0,603.8,0.83,0.67,13.94,Landslide Trigger,Landslide,High
3.0,1.72,0.08,29.4,39.7,7503.0,153.5,0.85,0.76,24.52,Extreme Heat,Fire,Critical
206.1,4.93,0.55,55.5,26.3,2677.0,1895.7,0.45,0.92,13.98,Landslide Trigger,Landslide,High
7.0,1.78,0.16,27.3,44.1,1242.0,569.7,0.63,0.87,13.83,Extreme Heat,Fire,High
31.9,2.57,0.37,147.7,29.3,2082.0,381.0,0.76,0.19,7.04,Cyclone,Infrastructure Failure,Critical
30.5,2.13,0.3,16.1,16.6,5185.0,475.7,0.21,0.36,7.37,Earthquake,Fire,Medium
5.2,2.45,0.46,31.0,31.4,643.0,663.6,0.92,0.66,3.6,Earthquake,Fire,High
64.0,3.73,0.68,19.4,27.6,2089.0,462.8,0.28,0.58,4.94,Heavy Rain,Flood,Medium
223.6,4.47,0.6,139.8,23.6,3983.0,220.4,0.07,0.65,4.25,Cyclone,Infrastructure Failure,Medium
1.5,0.63,0.27,27.4,46.5,4028.0,477.3,0.34,0.08,14.19,Extreme Heat,Fire,High
125.9,4.64,0.59,52.5,27.7,1920.0,749.4,0.25,0.55,7.99,Heavy Rain,Flood,Medium
13.2,1.43,0.2,9.7,39.9,7086.0,360.6,0.1,0.92,10.09,Extreme Heat,Fire,Medium
0.7,3.81,0.42,26.1,18.7,581.0,1456.6,0.16,0.32,17.76,Earthquake,Landslide,Low
78.8,1.66,0.81,24.6,23.3,507.0,2123.9,0.57,0.4,10.13,Landslide Trigger,Landslide,High
163.3,5.37,0.94,43.4,19.6,12305.0,386.0,0.93,0.34,2.61,Heavy Rain,Disease Outbreak,Critical
166.2,7.89,0.68,19.6,25.9,1649.0,274.0,0.68,0.65,5.26,Heavy Rain,Flood,High
40.7,2.97,0.38,8.5,18.6,4076.0,578.9,0.38,0.13,2.2,Earthquake,Disease Outbreak,Medium
320.6,8.65,0.66,21.1,19.8,768.0,372.1,0.56,0.92,7.09,Heavy Rain,Flood,High
9.6,1.38,0.26,33.9,42.3,5771.0,787.2,0.91,0.5,13.84,Extreme Heat,Fire,Critical
9.1,1.72,0.28,33.8,34.4,3957.0,665.4,0.69,0.09,20.03,Extreme Heat,Fire,Critical
195.9,9.86,0.94,20.3,25.0,3187.0,645.4,0.07,0.7,6.04,Heavy Rain,Flood,High
238.8,7.28,0.76,100.9,32.9,8807.0,309.5,0.87,0.78,6.99,Cyclone,Infrastructure Failure,Critical
182.2,5.72,0.5,83.8,27.6,8288.0,233.2,0.55,0.52,3.01,Cyclone,Infrastructure Failure,High
147.6,1.96,0.83,90.1,29.1,2487.0,244.9,0.21,0.3,7.06,Cyclone,Infrastructure Failure,Medium
165.8,5.74,0.7,24.2,15.2,529.0,1726.0,0.66,0.24,6.93,Landslide Trigger,Landslide,High
7.6,1.11,0.33,13.0,39.9,3410.0,864.4,0.34,0.15,9.33,Extreme Heat,Fire,High
50.2,3.71,0.38,23.8,27.2,1061.0,942.4,0.39,0.45,12.68,Earthquake,Fire,Medium
13.0,1.2,0.24,12.5,37.5,2084.0,590.6,0.35,0.87,19.53,Extreme Heat,Fire,Medium
66.7,7.27,0.71,125.6,32.3,1495.0,292.6,0.4,0.08,3.69,Cyclone,Infrastructure Failure,High
259.2,1.44,0.82,47.9,25.8,1254.0,1506.7,0.72,0.36,11.15,Landslide Trigger,Landslide,High
72.2,1.07,0.31,20.0,30.5,598.0,1659.9,0.32,0.49,5.0,Earthquake,Fire,Medium
8.1,1.36,0.25,20.0,47.2,3124.0,249.7,0.3,0.42,16.43,Extreme Heat,Fire,High
127.7,2.03,0.72,32.4,16.5,551.0,1299.8,0.17,0.63,6.91,Landslide Trigger,Landslide,Medium
283.2,10.97,0.45,15.3,18.6,1753.0,430.5,0.77,0.67,5.02,Heavy Rain,Flood,High
14.8,0.78,0.07,14.6,34.3,2673.0,840.7,0.34,0.27,8.99,Extreme Heat,Fire,High
100.3,5.38,0.76,53.7,24.7,5966.0,430.8,0.09,0.87,0.38,Heavy Rain,Flood,Medium
175.4,2.85,0.57,154.5,25.4,3009.0,111.4,0.13,0.74,1.5,Cyclone,Infrastructure Failure,Medium
278.2,8.95,0.36,113.0,23.1,2570.0,230.9,0.83,0.77,9.8,Cyclone,Infrastructure Failure,High
106.4,4.78,0.5,32.8,17.3,3497.0,2274.2,0.71,0.75,6.68,Landslide Trigger,Landslide,High
216.6,2.73,0.82,39.7,22.4,8641.0,401.6,0.31,0.44,4.62,Landslide Trigger,Landslide,High
2.8,0.78,0.11,24.4,46.9,2757.0,307.1,0.37,0.87,9.44,Extreme Heat,Fire,High
5.7,1.48,0.21,32.4,41.9,8986.0,230.5,0.77,0.07,4.85,Extreme Heat,Fire,Critical
65.7,2.57,0.41,5.4,30.6,151.0,475.8,0.77,0.07,14.83,Earthquake,Fire,Medium
96.6,2.61,0.57,36.6,18.0,2775.0,2386.6,0.25,0.42,9.12,Landslide Trigger,Landslide,High
63.5,7.6,0.5,131.4,26.1,105.0,395.6,0.59,0.91,2.14,Cyclone,Infrastructure Failure,High
204.7,2.19,0.62,146.4,22.1,7279.0,70.9,0.69,0.94,9.79,Cyclone,Infrastructure Failure,High
79.8,7.41,0.8,41.6,27.5,241.0,734.9,0.38,0.65,2.96,Heavy Rain,Flood,Medium
3.2,2.12,0.12,5.4,41.1,4522.0,659.3,0.44,0.2,10.04,Extreme Heat,Fire,High
1.4,1.92,0.17,36.9,41.6,551.0,326.6,0.58,0.57,10.03,Extreme Heat,Fire,High
246.0,3.11,0.47,69.2,25.2,3488.0,174.1,0.75,0.34,11.57,Cyclone,Infrastructure Failure,High
97.7,4.81,0.55,36.2,22.1,1446.0,687.3,0.68,0.64,7.91,Heavy Rain,Flood,Medium
2.9,2.34,0.11,30.8,38.9,6496.0,343.0,0.18,0.1,12.48,Extreme Heat,Fire,High
182.7,3.0,0.8,44.2,28.3,4514.0,597.6,0.89,0.22,7.34,Heavy Rain,Disease Outbreak,High
7.5,2.49,0.25,35.8,34.4,699.0,787.1,0.07,0.28,18.05,Extreme Heat,Fire,Medium
259.8,5.01,0.92,35.1,27.1,625.0,1325.9,0.94,0.35,3.86,Landslide Trigger,Landslide,Critical
73.2,1.57,0.47,144.5,27.9,2401.0,254.8,0.8,0.34,11.08,Cyclone,Infrastructure Failure,High
372.4,3.21,0.82,39.7,20.3,418.0,317.2,0.58,0.94,2.57,Heavy Rain,Flood,High
8.4,1.59,0.06,9.9,41.2,1431.0,887.0,0.54,0.55,22.16,Extreme Heat,Fire,High
10.3,1.88,0.29,5.9,47.2,8166.0,81.7,0.49,0.11,12.95,Extreme Heat,Fire,Critical
91.9,6.13,0.35,100.2,25.6,3774.0,327.0,0.42,0.58,1.41,Cyclone,Infrastructure Failure,Medium
89.3,4.66,0.81,18.2,25.5,3058.0,2122.5,0.58,0.06,1.89,Landslide Trigger,Landslide,Critical
163.0,11.22,0.72,52.0,26.1,4198.0,32.4,0.55,0.16,0.71,Heavy Rain,Flood,High
195.8,7.98,0.75,83.4,24.8,1326.0,387.3,0.79,0.2,10.66,Cyclone,Infrastructure Failure,High
3.0,0.86,0.08,34.9,42.1,5293.0,247.9,0.14,0.63,21.52,Extreme Heat,Fire,High
213.2,5.29,0.83,22.6,18.4,1148.0,2088.4,0.07,0.82,13.58,Landslide Trigger,Landslide,High
174.4,5.47,0.6,28.7,22.5,11490.0,457.5,0.89,0.89,0.72,Heavy Rain,Flood,High
13.2,1.82,0.12,6.7,35.4,16096.0,305.1,0.44,0.52,13.59,Extreme Heat,Fire,Critical
55.6,1.13,0.62,20.9,20.5,2215.0,2060.5,0.57,0.72,12.88,Earthquake,Landslide,Medium
71.7,8.42,0.88,113.9,29.5,15902.0,344.6,0.66,0.43,4.56,Cyclone,Infrastructure Failure,Critical
273.5,7.2,0.46,45.8,24.8,2573.0,638.7,0.74,0.94,1.32,Heavy Rain,Flood,High
252.3,6.19,0.61,52.7,16.4,6337.0,796.2,0.15,0.17,2.54,Landslide Trigger,Landslide,High
131.1,7.65,0.91,28.8,24.6,560.0,141.5,0.42,0.58,2.2,Heavy Rain,Flood,High
106.7,8.27,0.89,71.4,22.2,1494.0,317.0,0.4,0.87,2.37,Cyclone,Flood,Medium
267.4,2.87,0.41,19.0,21.8,1310.0,392.8,0.39,0.35,6.72,Heavy Rain,Flood,High
42.2,6.73,0.56,27.9,15.8,440.0,1381.1,0.45,0.07,14.05,Landslide Trigger,Landslide,High
61.7,2.74,0.5,19.2,33.2,3903.0,930.5,0.52,0.22,10.77,Earthquake,Fire,Medium
4.8,0.68,0.18,26.3,35.7,1419.0,574.9,0.25,0.85,22.54,Extreme Heat,Fire,Medium
278.3,3.45,0.64,40.3,24.9,5219.0,498.7,0.34,0.69,4.58,Heavy Rain,Flood,High
79.3,1.86,0.55,12.4,20.6,885.0,2060.0,0.48,0.41,1.49,Earthquake,Landslide,Medium
50.3,1.17,0.19,16.1,25.5,2646.0,1258.3,0.27,0.74,12.43,Earthquake,Fire,Medium
1.3,0.9,0.27,14.8,40.9,1462.0,307.9,0.94,0.37,13.66,Extreme Heat,Fire,Critical
190.5,6.33,0.79,40.5,22.0,266.0,1392.9,0.85,0.58,12.31,Landslide Trigger,Landslide,High
330.1,2.59,0.9,15.4,26.7,3266.0,339.1,0.2,0.51,5.48,Heavy Rain,Flood,High
22.2,2.46,0.52,7.4,25.3,9885.0,1377.9,0.52,0.21,6.61,Earthquake,Disease Outbreak,High
85.6,7.37,0.62,18.7,18.4,589.0,457.6,0.59,0.91,4.83,Heavy Rain,Flood,Medium
294.1,8.61,0.78,79.9,23.7,6185.0,180.8,0.26,0.48,7.47,Cyclone,Flood,High
263.7,6.51,0.66,20.1,29.8,889.0,385.4,0.51,0.28,4.31,Heavy Rain,Flood,High
84.6,3.71,0.3,114.2,26.3,241.0,360.0,0.85,0.16,0.58,Cyclone,Infrastructure Failure,High
30.6,2.93,0.79,136.3,25.7,7623.0,268.9,0.1,0.78,6.14,Cyclone,Infrastructure Failure,Medium
13.6,1.87,0.25,26.1,28.6,3365.0,1228.0,0.75,0.27,14.27,Earthquake,Fire,High
145.8,2.71,0.56,126.7,29.6,3573.0,285.2,0.38,0.9,3.77,Cyclone,Infrastructure Failure,Medium
5.2,1.71,0.28,36.7,40.1,1352.0,337.2,0.64,0.89,11.89,Extreme Heat,Fire,High
64.0,5.99,0.84,69.5,27.4,2411.0,346.8,0.07,0.15,10.82,Cyclone,Disease Outbreak,Medium
243.6,3.61,0.49,44.7,27.0,807.0,675.8,0.8,0.7,0.94,Heavy Rain,Flood,High
12.1,2.48,0.31,23.2,38.4,1407.0,521.3,0.74,0.13,16.69,Extreme Heat,Fire,High
307.2,2.79,0.69,48.8,19.0,7307.0,419.0,0.8,0.89,1.36,Heavy Rain,Flood,High
266.2,7.39,0.41,88.7,27.5,924.0,237.6,0.17,0.48,9.41,Cyclone,Flood,Medium
12.6,2.93,0.44,27.2,16.3,1360.0,2124.1,0.66,0.09,1.0,Earthquake,Landslide,Medium
52.5,2.11,0.65,145.1,28.1,161.0,243.4,0.07,0.85,4.22,Cyclone,Infrastructure Failure,Low
83.8,11.5,0.5,40.4,29.4,1483.0,296.2,0.32,0.23,5.9,Heavy Rain,Flood,High
251.7,3.56,0.47,154.9,25.6,1575.0,172.0,0.38,0.79,11.88,Cyclone,Infrastructure Failure,Medium
114.9,2.4,0.69,46.5,14.6,999.0,1147.8,0.64,0.31,5.85,Landslide Trigger,Landslide,High
48.5,2.27,0.26,13.0,18.4,3675.0,171.8,0.2,0.6,12.76,Earthquake,Fire,Medium
78.6,0.76,0.4,27.0,15.9,396.0,1723.3,0.79,0.39,19.61,Earthquake,Landslide,Medium
11.5,2.23,0.19,20.7,15.4,2066.0,1616.5,0.23,0.38,10.27,Earthquake,Fire,Medium
110.0,9.12,0.52,37.8,21.4,1862.0,529.0,0.66,0.42,4.37,Heavy Rain,Flood,High
251.8,7.34,0.62,143.3,31.1,2771.0,215.1,0.37,0.54,0.91,Cyclone,Infrastructure Failure,High
9.7,1.79,0.25,28.8,35.5,1779.0,188.7,0.74,0.16,16.5,Extreme Heat,Fire,High
113.2,7.53,0.69,22.0,22.9,419.0,37.6,0.57,0.83,0.39,Heavy Rain,Flood,Medium
135.9,2.81,0.81,48.5,19.7,460.0,314.7,0.63,0.92,1.35,Heavy Rain,Flood,Medium
273.8,11.36,0.65,50.4,20.5,1586.0,103.1,0.34,0.65,5.65,Heavy Rain,Flood,High
120.0,6.08,0.48,134.5,25.4,5121.0,216.3,0.61,0.22,0.38,Cyclone,Infrastructure Failure,High
91.7,2.57,0.77,39.7,17.8,242.0,1788.1,0.43,0.58,13.45,Landslide Trigger,Landslide,High
243.5,2.68,0.52,12.8,24.8,1396.0,519.9,0.35,0.79,1.36,Heavy Rain,Flood,Medium
82.6,5.89,0.77,138.8,29.3,4437.0,123.3,0.68,0.11,9.89,Cyclone,Infrastructure Failure,Critical
64.3,8.76,0.95,44.8,28.0,3724.0,440.5,0.69,0.66,2.51,Heavy Rain,Flood,High
267.2,3.2,0.52,55.9,16.2,1288.0,1794.6,0.8,0.35,13.22,Landslide Trigger,Landslide,High
312.1,3.13,0.78,40.5,23.9,4336.0,552.8,0.92,0.45,7.39,Heavy Rain,Flood,High
172.6,3.61,0.89,65.2,25.9,8092.0,122.6,0.38,0.88,4.7,Cyclone,Infrastructure Failure,Medium
6.4,2.21,0.21,15.9,40.3,1194.0,393.5,0.22,0.35,7.98,Extreme Heat,Fire,High
9.4,1.27,0.26,39.5,39.3,1693.0,427.1,0.7,0.25,5.77,Extreme Heat,Fire,High
79.2,4.51,0.79,119.2,32.5,239.0,362.3,0.41,0.52,1.9,Cyclone,Infrastructure Failure,Medium
169.2,2.57,0.37,64.5,31.4,867.0,379.4,0.13,0.84,1.48,Cyclone,Fire,Low
288.9,3.59,0.48,94.5,27.5,9751.0,274.6,0.14,0.77,6.1,Cyclone,Infrastructure Failure,Medium
160.4,5.9,0.81,51.8,26.6,1339.0,622.9,0.73,0.76,6.03,Heavy Rain,Flood,High
226.0,7.33,0.84,46.8,22.0,954.0,643.2,0.7,0.22,6.53,Heavy Rain,Flood,High
55.1,6.1,0.85,63.4,31.1,6035.0,205.1,0.84,0.74,10.34,Cyclone,Infrastructure Failure,High
328.2,4.08,0.58,20.9,26.9,6857.0,131.4,0.69,0.84,1.54,Heavy Rain,Flood,High
96.0,6.09,0.56,10.4,21.4,2775.0,309.9,0.39,0.09,0.83,Heavy Rain,Flood,High
56.3,3.05,0.57,19.6,34.4,1984.0,2015.2,0.05,0.69,11.48,Earthquake,Landslide,Medium
175.6,6.63,0.77,59.7,26.0,618.0,2307.2,0.77,0.76,5.59,Landslide Trigger,Landslide,High
16.9,3.18,0.44,8.3,25.0,5074.0,2051.9,0.08,0.71,10.62,Earthquake,Landslide,Medium
362.5,7.0,0.6,39.1,29.0,644.0,149.6,0.5,0.54,3.29,Heavy Rain,Flood,High
361.6,6.21,0.73,49.8,21.9,1384.0,542.6,0.2,0.5,6.08,Heavy Rain,Flood,High
125.6,2.6,0.95,37.6,26.0,5162.0,790.6,0.78,0.4,14.15,Landslide Trigger,Landslide,High
210.3,7.84,0.86,48.2,18.9,2976.0,724.2,0.22,0.79,7.51,Heavy Rain,Flood,High
231.0,9.85,0.87,13.9,25.3,1226.0,391.7,0.24,0.86,7.57,Heavy Rain,Flood,High
11.9,2.9,0.3,22.0,27.3,552.0,947.3,0.4,0.44,19.52,Earthquake,Fire,Medium
50.5,1.93,0.2,33.4,23.3,881.0,786.7,0.14,0.18,9.49,Earthquake,Fire,Medium
13.3,1.19,0.36,23.7,27.6,5638.0,50.2,0.92,0.37,18.5,Earthquake,Fire,High
269.4,4.01,0.87,17.3,21.9,2724.0,397.8,0.14,0.43,4.8,Heavy Rain,Flood,High
354.6,10.35,0.74,35.8,19.3,2243.0,168.2,0.71,0.46,2.1,Heavy Rain,Flood,Critical
70.3,3.64,0.57,48.8,16.3,929.0,1365.1,0.12,0.56,10.71,Landslide Trigger,Landslide,Medium
67.9,7.79,0.84,24.8,23.9,18000.0,743.7,0.19,0.69,3.82,Heavy Rain,Disease Outbreak,Critical
52.2,3.55,0.2,13.4,17.6,7808.0,2056.2,0.31,0.16,9.11,Earthquake,Fire,Medium
4.4,1.69,0.3,18.5,46.8,4358.0,234.9,0.3,0.07,17.95,Extreme Heat,Fire,High
29.2,0.66,0.6,33.6,29.7,346.0,1612.4,0.77,0.55,5.58,Earthquake,Fire,Medium
214.0,7.74,0.55,73.7,30.7,1942.0,184.2,0.25,0.2,9.94,Cyclone,Flood,Medium
295.5,7.67,0.63,32.1,24.6,1207.0,199.1,0.4,0.5,3.09,Heavy Rain,Flood,High
13.9,1.88,0.34,13.6,35.0,713.0,208.3,0.81,0.87,13.22,Earthquake,Fire,Medium
136.4,5.94,0.61,21.3,18.4,1594.0,1083.3,0.42,0.69,6.56,Landslide Trigger,Landslide,Medium
98.9,1.11,0.73,35.2,14.8,956.0,667.6,0.84,0.21,8.14,Landslide Trigger,Landslide,High
56.6,6.53,0.97,38.5,22.2,840.0,23.3,0.63,0.57,3.93,Heavy Rain,Flood,Medium
137.5,3.12,0.84,36.3,28.1,504.0,215.2,0.31,0.64,5.26,Heavy Rain,Flood,Medium
238.1,2.93,0.87,45.5,18.9,3443.0,2152.8,0.5,0.46,8.13,Landslide Trigger,Landslide,Critical
12.7,1.09,0.06,35.8,45.6,3702.0,342.6,0.12,0.43,6.27,Extreme Heat,Fire,High
60.6,4.59,0.51,43.3,23.4,442.0,1374.3,0.33,0.47,3.45,Landslide Trigger,Landslide,Medium
261.9,2.51,0.81,42.1,23.3,5013.0,281.3,0.93,0.38,6.75,Heavy Rain,Flood,High
72.5,0.81,0.36,19.0,23.8,6543.0,1394.0,0.55,0.86,4.23,Earthquake,Fire,Medium
0.0,1.76,0.17,22.7,44.4,3985.0,219.9,0.52,0.26,6.71,Extreme Heat,Fire,Critical
38.7,2.11,0.5,5.1,26.7,7141.0,1352.2,0.45,0.36,15.16,Earthquake,Disease Outbreak,Medium
57.6,4.19,0.34,136.3,30.9,502.0,169.8,0.82,0.84,3.19,Cyclone,Infrastructure Failure,High
137.9,8.1,0.55,20.1,18.3,140.0,466.0,0.14,0.33,1.28,Heavy Rain,Flood,Medium
53.5,1.21,0.59,13.7,21.6,346.0,518.7,0.32,0.82,5.82,Earthquake,Flood,Low
277.2,10.38,0.46,30.5,20.8,5506.0,579.8,0.08,0.33,7.76,Heavy Rain,Flood,High
37.7,1.82,0.35,86.3,25.3,4823.0,163.2,0.18,0.19,4.92,Cyclone,Infrastructure Failure,Medium
190.4,4.43,0.57,53.4,18.6,1347.0,1133.9,0.55,0.4,6.89,Landslide Trigger,Landslide,High
100.0,8.74,0.49,126.4,25.8,4566.0,176.9,0.71,0.07,2.91,Cyclone,Infrastructure Failure,Critical
0.9,2.34,0.32,22.7,40.9,3493.0,734.9,0.48,0.72,5.18,Extreme Heat,Fire,High
59.9,7.83,0.72,47.8,26.1,1778.0,705.3,0.17,0.62,7.11,Heavy Rain,Flood,Medium
69.9,0.76,0.43,8.4,15.5,3037.0,1511.2,0.82,0.12,13.96,Earthquake,Landslide,High
65.3,6.19,0.73,27.3,24.3,5124.0,2188.8,0.3,0.31,10.65,Landslide Trigger,Landslide,High
335.2,8.03,0.54,33.6,26.2,238.0,182.7,0.32,0.66,5.27,Heavy Rain,Flood,High
99.3,4.5,0.91,40.3,24.0,2833.0,176.6,0.19,0.48,2.8,Heavy Rain,Flood,Medium
140.4,5.31,0.36,70.1,32.6,5079.0,391.9,0.64,0.16,5.17,Cyclone,Infrastructure Failure,High
147.9,5.32,0.75,36.1,29.1,7199.0,634.1,0.77,0.35,6.87,Heavy Rain,Flood,High
3.2,1.64,0.26,18.5,45.9,2052.0,865.3,0.81,0.07,15.1,Extreme Heat,Fire,Critical
